#Supplementary Table 1 Summary of protein groups measured in at least one sample of the Genes & Health cohort
#.ref - indicates protein and precursor (pre.) data obtained including all possible peptides; .mac5 - excluding variant peptides with evidence that respective protein altering variants exist in the Genes & Health population down to a minor allele count (MAC) of 5; sd - standard deviation; cv - coefficient of variation; p.dip - p-value of a dip test for multi-modal distribution: cis.pQTL - whehter or not a cis-pQTL was identified; med.pred = median (and 25th and 75th percentil) value of predicted correlation coefficient across all protein groups measued; Olink ID - best correlating olink target; spear.olink = associated Spearman correlation coefficient; SomaLogic ID = best correlating aptamer ID; spear.soma = associated Spearman correlation coefficient
#
prot.id,protein_group_id,uniprotswissprot,chromosome,start_position,end_position,ensembl_gene_id,hgnc_symbol,num.pre.well1.ref,num.pre.well2.ref,missing.per.ref,mean.l2.ref,sd.l2.ref,num.pre.well1.mac5,num.pre.well2.mac5,cv.mac5,mean.cv.mac5,sd.cv.mac5,n.mac5,missing.per.mac5,mean.l2.mac5,sd.l2.mac5,median.l2.mac5,min.l2.mac5,max.l2.mac5,p.dip.mac5,faction.outlier.mac5,cis.pQTL,med.pred,p25.pred,p75.pred,Olink ID,spear.olink,SomaLogic ID,spear.soma,correlation.cluster,cell type contamination marker
prot.7808,O94887-3,O94887,2,241356285,241494841,ENSG00000006607,FARP2,2,1,98.54,10.48,0.65,2,1,NA,NA,NA,NA,98.54,10.48,0.65,10.31,9.58,12.00,0.43,0.00,FALSE,NA,NA,NA,FARP2_40231,0.15,,,,
prot.7809,P16144,P16144,17,75721328,75757818,ENSG00000132470,ITGB4,3,3,97.01,11.29,1.01,3,3,NA,NA,NA,NA,97.01,11.29,1.01,11.02,9.25,13.87,0.93,0.02,FALSE,NA,NA,NA,,,,,,
prot.781,F5GWF3,Q9NZP8,12,7089587,7109238,ENSG00000139178,C1RL,1,1,4.59,13.78,0.45,1,1,22.98,14.05,0.44,22.00,4.59,13.78,0.45,13.83,11.69,14.84,0.98,0.01,FALSE,0.11,0.10,0.11,,,,,,
prot.7810,P22090,,,,,,,2,2,98.54,12.54,0.82,2,2,NA,NA,NA,NA,98.54,12.54,0.82,12.59,10.97,14.84,0.46,0.48,FALSE,NA,NA,NA,,,,,,
prot.7811,P50135,P50135,2,137964020,138016364,ENSG00000150540,HNMT,2,2,99.16,9.03,2.79,2,2,NA,NA,NA,NA,99.16,9.03,2.79,7.84,7.23,15.39,0.88,0.40,FALSE,NA,NA,NA,HNMT_43810,-0.10,seq.23178.95,0.43,,
prot.7812,Q7Z6A9;Q7Z6A9-2,Q7Z6A9,3,112463966,112499472,ENSG00000186265,BTLA,2,2,91.09,11.38,0.63,1,1,11.17,13.01,0.16,2.00,96.94,13.03,0.77,13.00,11.46,14.76,0.33,0.00,FALSE,0.07,0.06,0.07,BTLA_42198,-0.03,seq.16308.14,-0.14,,
prot.7813,C9JCD9,P41223,7,99408641,99419616,ENSG00000106245,BUD31,3,3,89.56,10.97,0.69,3,3,NA,11.37,NA,1.00,89.56,10.97,0.69,11.02,8.89,12.67,0.32,0.00,FALSE,NA,NA,NA,,,,,,
prot.7814,O14798,O14798,8,23102921,23117445,ENSG00000173535,TNFRSF10C,2,2,96.45,10.73,0.67,2,2,NA,NA,NA,NA,96.45,10.73,0.67,10.81,8.06,11.58,0.29,0.04,FALSE,NA,NA,NA,TNFRSF10C_45281,0.26,,,,
prot.7815,P13535,P13535,17,10390322,10421950,ENSG00000133020,MYH8,3,3,92.48,11.60,0.77,1,1,NA,10.77,NA,1.00,92.90,11.84,0.76,11.84,9.88,14.99,0.85,0.02,FALSE,NA,NA,NA,,,seq.35183.87,0.14,,
prot.7816,P20592,P20592,21,41361999,41409393,ENSG00000183486,MX2,2,2,98.75,12.90,0.42,1,1,NA,NA,NA,NA,99.72,12.85,0.00,12.85,12.85,12.85,0.78,0.00,FALSE,NA,NA,NA,,,,,,
prot.7817,Q9BYJ9,Q9BYJ9,20,63195429,63216139,ENSG00000149658,YTHDF1,1,1,93.39,12.12,0.63,1,1,NA,NA,NA,NA,93.39,12.12,0.63,12.06,9.94,13.51,0.25,0.01,FALSE,NA,NA,NA,,,,,,
prot.7818,P02511,P02511,11,111908564,111923722,ENSG00000109846,CRYAB,1,1,83.65,13.10,0.50,1,1,17.66,12.98,0.26,5.00,83.65,13.10,0.50,13.10,11.86,15.43,0.98,0.00,FALSE,0.11,0.10,0.12,,,seq.27324.9,0.02,,
prot.7819,P0C870,P0C870,15,41828092,41837581,ENSG00000243789,JMJD7,1,1,98.33,10.40,0.19,1,1,NA,10.39,NA,1.00,98.33,10.40,0.19,10.39,9.92,10.86,0.02,0.43,FALSE,NA,NA,NA,,,,,,
prot.782,F5GWH5;P61165,P61165,11,61768501,61792802,ENSG00000134825,TMEM258,1,1,2.37,14.50,0.61,1,1,20.22,14.24,0.31,21.00,2.37,14.50,0.61,14.53,11.41,16.84,0.97,0.00,FALSE,0.13,0.11,0.14,,,,,,
prot.7820,P0CG23,P0CG23,7,6615610,6624290,ENSG00000236609,ZNF853,2,2,89.35,10.22,0.85,2,2,61.82,9.82,0.79,4.00,89.35,10.22,0.85,10.25,7.58,13.51,0.34,0.01,FALSE,0.11,0.10,0.11,,,,,,
prot.7821,P48595,P48595,18,63907958,63936111,ENSG00000242550,SERPINB10,3,3,95.69,10.46,0.71,3,3,NA,NA,NA,NA,95.69,10.46,0.71,10.38,7.52,11.94,0.00,0.02,FALSE,NA,NA,NA,,,seq.33221.15,0.03,,
prot.7822,A0A7P0TBG0,P00973,12,112905856,112933219,ENSG00000089127,OAS1,3,3,93.53,12.00,0.73,1,1,NA,NA,NA,NA,97.84,12.40,0.65,12.19,11.33,13.92,0.86,0.10,FALSE,NA,NA,NA,,,,,,
prot.7823,CONP13646-1,,,,,,,2,2,96.24,13.60,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,,,,,,
prot.7824,O76009,O76009,17,41346092,41350828,ENSG00000006059,KRT33A,1,1,99.51,10.74,0.36,1,1,NA,NA,NA,NA,99.51,10.74,0.36,11.03,10.35,11.03,0.00,0.33,FALSE,NA,NA,NA,,,,,,
prot.7825,P51957,P51957,3,52708444,52770946,ENSG00000114904,NEK4,2,1,93.95,10.14,0.67,2,1,NA,10.70,NA,1.00,93.95,10.14,0.67,10.27,8.34,11.75,0.01,0.00,FALSE,NA,NA,NA,NEK4_41538,0.03,,,,
prot.7826,Q12774,Q12774,7,144355288,144380632,ENSG00000050327,ARHGEF5,2,2,97.91,12.16,0.68,2,2,NA,NA,NA,NA,97.91,12.16,0.68,11.96,10.58,13.94,0.01,0.10,FALSE,NA,NA,NA,ARHGEF5_42137,-0.13,,,,
prot.7827,Q96AZ6,Q96AZ6,15,88635670,88656483,ENSG00000172183,ISG20,6,6,95.62,12.15,0.67,5,5,NA,NA,NA,NA,96.17,11.52,0.72,11.69,9.69,13.55,0.08,0.00,FALSE,NA,NA,NA,,,seq.31737.9,-0.13,,
prot.7828,Q96KC2,Q96KC2,10,18659431,18681639,ENSG00000165997,ARL5B,1,1,96.03,11.18,0.55,1,1,51.88,10.50,0.77,3.00,96.03,11.18,0.55,11.18,9.74,12.28,0.97,0.00,FALSE,0.20,0.19,0.20,,,seq.17404.5,0.27,,
prot.7829,Q9GZN4,Q9GZN4,16,2852730,2858170,ENSG00000005001,PRSS22,3,3,98.12,12.55,0.35,3,3,NA,NA,NA,NA,98.12,12.55,0.35,12.56,11.32,13.55,0.01,0.38,FALSE,NA,NA,NA,PRSS22_42955,0.16,seq.4534.10,0.15,,
prot.783,F5GXS0,P0C0L5,6,32014795,32035418,ENSG00000224389,C4B,15,15,0.00,16.60,0.44,12,12,16.57,16.34,0.24,22.00,0.00,16.45,0.53,16.47,12.83,18.63,0.91,0.01,TRUE,0.33,0.32,0.34,,,,,,
prot.7830,B1ALU3;O95490-6,O95490,1,81306147,81993932,ENSG00000117114,ADGRL2,2,2,90.40,12.55,0.86,2,2,NA,NA,NA,NA,90.40,12.55,0.86,12.69,9.51,14.71,0.03,0.01,FALSE,NA,NA,NA,,,,,,
prot.7831,Q9GZM8,Q9GZM8,17,8413131,8490411,ENSG00000166579,NDEL1,2,1,98.26,11.27,0.62,2,1,NA,NA,NA,NA,98.26,11.27,0.62,11.45,9.57,12.20,0.99,0.48,FALSE,NA,NA,NA,,,seq.23545.6,-0.17,,
prot.7832,A0A0A0MSK4,Q86YR5,9,136327476,136359605,ENSG00000160360,GPSM1,2,2,97.77,12.70,1.08,2,2,NA,12.80,NA,1.00,97.77,12.70,1.08,13.04,10.66,14.56,0.11,0.21,FALSE,NA,NA,NA,,,,,,
prot.7833,A0A494BZY7,Q5JPI9,10,124748149,124791887,ENSG00000203791,EEF1AKMT2,2,2,92.62,10.21,0.59,2,2,77.08,10.60,1.25,2.00,92.62,10.21,0.59,10.17,8.13,11.64,0.11,0.02,FALSE,NA,NA,NA,,,,,,
prot.7834,P17302,P17302,6,121435595,121449727,ENSG00000152661,GJA1,3,3,97.22,10.62,0.79,3,3,NA,NA,NA,NA,97.22,10.62,0.79,10.72,6.95,12.25,0.00,0.38,FALSE,NA,NA,NA,GJA1_42517,-0.06,seq.9937.7,0.20,,
prot.7835,P31025,P31025,9,135521438,135526540,ENSG00000160349,LCN1,2,2,95.13,10.95,0.83,2,2,11.26,10.39,0.16,2.00,95.13,10.95,0.83,10.84,8.76,13.77,0.00,0.01,FALSE,0.04,0.04,0.04,,,seq.11708.2,-0.01,,
prot.7836,P51178,P51178,3,38007496,38029642,ENSG00000187091,PLCD1,1,,99.65,10.20,0.00,1,NA,NA,NA,NA,NA,99.65,10.20,0.00,10.20,10.20,10.20,0.90,0.00,FALSE,NA,NA,NA,PLCD1_41619,,seq.24909.40,,,
prot.7837,Q16651,Q16651,16,31131433,31135727,ENSG00000052344,PRSS8,5,5,97.01,11.83,0.79,5,5,NA,NA,NA,NA,97.01,11.83,0.79,11.69,10.35,13.66,0.71,0.09,FALSE,NA,NA,NA,PRSS8_44874,-0.04,seq.15513.108,0.08,,
prot.7838,Q5JTB6,Q5JTB6,10,80131682,80145359,ENSG00000189129,PLAC9,1,1,93.60,11.39,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,,,,,,
prot.7839,Q8N0V3,Q8N0V3,18,80034389,80050651,ENSG00000101546,RBFA,1,1,97.43,10.75,0.55,1,1,NA,11.26,NA,1.00,97.43,10.75,0.55,10.74,8.98,12.09,0.95,0.06,FALSE,NA,NA,NA,RBFA_40554,0.00,,,,
prot.784,F5GXX5;P61803,P61803,14,22564907,22589224,ENSG00000129562,DAD1,8,8,0.07,14.69,0.71,8,8,25.61,14.44,0.35,22.00,0.07,14.69,0.71,14.72,10.15,17.20,1.00,0.01,FALSE,0.25,0.24,0.26,,,,,1,
prot.7840,Q8WUY9,Q8WUY9,5,60596912,60700190,ENSG00000035499,DEPDC1B,1,1,94.71,10.51,0.59,1,1,NA,NA,NA,NA,94.71,10.51,0.59,10.50,9.13,11.71,0.12,0.00,FALSE,NA,NA,NA,,,,,,
prot.7841,A0A0C4DH39,A0A0C4DH39,14,106622357,106622855,ENSG00000211968,IGHV1-58,3,3,91.58,12.26,1.04,2,2,NA,NA,NA,NA,92.14,12.26,0.98,12.24,9.91,15.96,0.25,0.02,FALSE,NA,NA,NA,,,,,,
prot.7842,CONQ9BYR9;Q9BYT5;Q9BYU5,Q9BYU5|Q9BYT5,17|17,41046541|41054498,41047316|41055230,ENSG00000212725|ENSG00000214518,KRTAP2-1|KRTAP2-2,2,2,97.84,14.20,0.80,2,2,NA,NA,NA,NA,97.84,14.20,0.80,14.45,11.99,15.83,0.52,0.20,FALSE,NA,NA,NA,,,seq.14615.46,0.00,,
prot.7843,Q7Z465,Q7Z465,1,151036321,151047720,ENSG00000163141,BNIPL,4,2,98.96,11.40,0.26,3,1,NA,NA,NA,NA,99.23,11.85,0.26,11.77,11.77,12.63,1.00,0.10,FALSE,NA,NA,NA,,,seq.28268.117,0.17,,
prot.7844,Q8NI27,Q8NI27,X,123600561,123733056,ENSG00000125676,THOC2,2,2,95.76,11.09,0.65,2,2,NA,NA,NA,NA,95.76,11.09,0.65,11.38,9.90,12.43,0.00,0.00,FALSE,NA,NA,NA,,,,,,
prot.7845,O43290,O43290,11,65961728,65980137,ENSG00000175467,SART1,3,3,95.89,9.83,0.72,3,3,NA,9.26,NA,1.00,95.89,9.83,0.72,9.83,8.00,11.61,0.09,0.00,FALSE,NA,NA,NA,SART1_43046,0.18,,,,
prot.7846,Q96PD7;Q96PD7-2,Q96PD7,11,75759512,75801535,ENSG00000062282,DGAT2,4,2,98.61,12.27,0.33,4,2,NA,NA,NA,NA,98.61,12.27,0.33,12.24,11.68,13.00,0.02,0.00,FALSE,NA,NA,NA,,,seq.34617.266,-0.26,,
prot.7847,A0A499FJM7;E7EPW4,P45379,1,201359008,201377764,ENSG00000118194,TNNT2,1,1,98.54,12.10,0.64,1,1,NA,NA,NA,NA,98.54,12.10,0.64,12.25,10.77,13.25,0.98,0.48,FALSE,NA,NA,NA,,,,,,
prot.7848,Q12824;Q12824-2,Q12824,22,23786931,23838009,ENSG00000099956,SMARCB1,3,3,97.49,12.27,0.65,3,3,NA,NA,NA,NA,97.49,12.27,0.65,12.39,10.60,14.04,0.04,0.00,FALSE,NA,NA,NA,,,seq.28442.35,0.19,,
prot.7849,Q29RF7,Q29RF7,4,39822863,39977956,ENSG00000121892,PDS5A,5,4,95.27,12.83,0.84,5,4,NA,13.31,NA,1.00,95.27,12.83,0.84,12.74,10.84,14.79,0.01,0.00,FALSE,NA,NA,NA,,,,,,
prot.785,F5GYQ1;P61421,P61421,16,67438014,67481181,ENSG00000159720,ATP6V0D1,18,17,0.00,14.48,0.60,18,17,17.34,14.37,0.25,22.00,0.00,14.48,0.60,14.51,10.74,16.67,1.00,0.01,FALSE,0.38,0.37,0.39,ATP6V0D1_40843,0.08,,,1,
prot.7850,Q9BYK8-2,Q9BYK8,20,63558086,63574239,ENSG00000130589,HELZ2,9,6,89.42,11.59,0.98,9,6,93.87,9.34,1.63,2.00,89.42,11.59,0.98,11.67,8.18,16.30,0.67,0.02,FALSE,0.04,0.03,0.04,HELZ2_41287,0.01,,,,
prot.7851,Q9UJY1,Q9UJY1,12,119171555,119224855,ENSG00000152137,HSPB8,3,3,92.21,10.83,0.75,3,3,33.57,11.24,0.49,2.00,92.21,10.83,0.75,10.82,8.95,13.43,0.48,0.01,FALSE,0.13,0.13,0.14,,,,,,
prot.7852,A0A075B6S6,A0A075B6S6,2,89936859,89937679,ENSG00000239571,IGKV2D-30,2,2,94.22,12.24,1.85,2,2,23.26,11.18,0.34,2.00,94.22,12.24,1.85,12.10,6.83,17.53,0.99,0.00,FALSE,0.25,0.24,0.25,,,,,,
prot.7853,A0A0A0MQS7;P14061,P14061,17,42552922,42555214,ENSG00000108786,HSD17B1,3,4,98.54,11.57,0.34,3,4,NA,NA,NA,NA,98.54,11.57,0.34,11.66,10.84,12.34,0.98,0.24,FALSE,NA,NA,NA,,,seq.4708.3,0.24,,
prot.7854,A0A590UK51,O60733,22,38111495,38214778,ENSG00000184381,PLA2G6,4,5,96.17,12.17,0.57,4,5,NA,11.85,NA,1.00,96.17,12.17,0.57,12.20,9.79,13.31,0.07,0.13,FALSE,NA,NA,NA,,,,,,
prot.7855,Q5TCQ3;Q5TCQ5;Q9UMS5,Q9UMS5,1,113696831,113759489,ENSG00000116793,PHTF1,1,1,96.87,11.02,0.59,1,1,NA,10.64,NA,1.00,96.87,11.02,0.59,11.12,9.45,13.34,0.98,0.07,FALSE,NA,NA,NA,,,,,,
prot.7856,Q6UWN5;Q6UWN5-2,Q6UWN5,19,43785874,43827206,ENSG00000159871,LYPD5,2,2,99.03,12.23,0.79,1,1,NA,NA,NA,NA,99.30,12.53,0.93,12.40,10.48,14.33,0.45,0.20,FALSE,NA,NA,NA,,,seq.34744.5,0.36,,
prot.7857,Q56VL3,Q56VL3,4,48885019,48906937,ENSG00000145247,OCIAD2,1,1,98.54,11.24,0.57,1,1,NA,NA,NA,NA,98.54,11.24,0.57,11.28,9.87,12.46,0.01,0.10,FALSE,NA,NA,NA,,,,,,
prot.7858,Q9BZE4,Q9BZE4,10,988434,1019932,ENSG00000107937,GTPBP4,1,1,96.59,10.58,0.41,1,1,NA,NA,NA,NA,96.59,10.58,0.41,10.60,8.94,11.39,0.91,0.02,FALSE,NA,NA,NA,,,,,,
prot.7859,H0YL70,Q04726,15,70047790,70098176,ENSG00000140332,TLE3,3,3,96.52,11.30,1.00,3,3,NA,NA,NA,NA,96.52,11.30,1.00,10.95,9.28,12.85,0.00,0.00,FALSE,NA,NA,NA,,,,,,
prot.786,F5GZ97;Q9Y3C0,Q9Y3C0,12,102012840,102062149,ENSG00000120860,WASHC3,6,6,1.60,12.98,0.46,6,6,26.53,12.88,0.37,22.00,1.60,12.98,0.46,12.99,10.29,14.62,1.00,0.00,FALSE,0.29,0.28,0.29,WASHC3_44407,0.26,seq.28593.17,0.05,,
prot.7860,P16989-2,P16989,12,10699089,10723323,ENSG00000060138,YBX3,2,2,96.03,14.15,0.70,2,2,NA,NA,NA,NA,96.03,14.15,0.70,14.15,12.55,16.29,0.98,0.02,FALSE,NA,NA,NA,,,seq.31362.50,-0.05,,
prot.7861,P78385,P78385,12,52314301,52321398,ENSG00000170523,KRT83,4,5,97.56,13.35,0.80,1,1,NA,NA,NA,NA,99.79,10.60,0.96,10.05,10.05,11.71,1.00,0.33,FALSE,NA,NA,NA,,,,,,
prot.7862,Q96DC7,Q96DC7,5,140639435,140645408,ENSG00000113119,TMCO6,2,2,96.80,11.87,0.60,2,2,NA,11.46,NA,1.00,96.80,11.87,0.60,11.68,9.88,13.33,0.00,0.00,FALSE,NA,NA,NA,,,,,,
prot.7863,Q9UHR5;Q9UHR5-2,Q9UHR5,17,75667251,75708062,ENSG00000161526,SAP30BP,1,1,97.56,10.75,0.71,1,1,NA,NA,NA,NA,97.56,10.75,0.71,10.76,9.02,13.24,0.94,0.03,FALSE,NA,NA,NA,,,seq.28541.10,-0.37,,
prot.7864,P08861,P08861,1,21977022,21998642,ENSG00000219073,CELA3B,3,3,98.75,11.48,1.07,2,2,NA,NA,NA,NA,99.23,11.83,1.15,11.58,9.97,14.11,0.09,0.00,FALSE,NA,NA,NA,,,seq.6357.83,0.28,,
prot.7865,P21128-2,P21128,12,47709734,47725567,ENSG00000111405,ENDOU,10,8,97.43,10.93,0.65,10,8,NA,11.13,NA,1.00,97.43,10.93,0.65,10.89,8.58,13.20,0.00,0.06,FALSE,NA,NA,NA,ENDOU_43674,-0.19,seq.5656.53,0.12,,
prot.7866,P52298,P52298,3,196935402,196942594,ENSG00000114503,NCBP2,1,1,96.38,11.38,1.03,1,1,NA,10.88,NA,1.00,96.38,11.38,1.03,11.51,8.94,13.80,0.00,0.00,FALSE,NA,NA,NA,,,seq.21636.63,-0.06,,
prot.7867,P57730,P57730,11,105137714,105531697,ENSG00000255501,CARD18,3,2,98.68,11.13,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,,,seq.18190.15,,,
prot.7868,Q14532,Q14532,17,41459513,41467386,ENSG00000108759,KRT32,8,6,94.50,9.12,0.95,7,5,NA,NA,NA,NA,94.64,8.85,0.84,8.96,6.26,12.03,0.00,0.01,FALSE,NA,NA,NA,,,,,,
prot.7869,Q86YP4;Q86YP4-3,Q86YP4,19,19385826,19508932,ENSG00000167491,GATAD2A,1,1,97.70,10.58,0.60,1,1,NA,10.83,NA,1.00,97.70,10.58,0.60,10.83,8.89,12.06,0.13,0.41,FALSE,NA,NA,NA,,,,,,
prot.787,F5H0M7,Q2M296,16,86530178,86555235,ENSG00000103248,MTHFSD,1,1,77.73,11.26,0.60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,,,,,,
prot.7870,Q96BT7-4,Q96BT7,11,107502727,107565742,ENSG00000137760,ALKBH8,1,1,97.43,10.12,0.51,1,1,NA,NA,NA,NA,97.43,10.12,0.51,10.14,8.67,11.23,0.86,0.03,FALSE,NA,NA,NA,,,seq.30468.52,-0.12,,
prot.7871,A0A494C0R8,O75153,17,2689386,2712663,ENSG00000132361,CLUH,12,9,94.64,11.36,1.22,11,9,NA,11.65,NA,1.00,94.64,11.32,1.22,11.37,7.71,14.62,0.01,0.00,FALSE,NA,NA,NA,,,,,,
prot.7872,CONO76011,,,,,,,9,9,92.83,12.67,1.10,9,9,NA,NA,NA,NA,92.83,12.67,1.10,12.57,10.40,15.55,0.00,0.00,FALSE,NA,NA,NA,,,seq.22378.2,0.07,,
prot.7873,Q9H6T0;Q9H6T0-2,Q9H6T0,16,68229033,68238102,ENSG00000103067,ESRP2,3,3,98.75,12.11,0.80,3,3,NA,NA,NA,NA,98.75,12.11,0.80,12.48,10.91,13.92,0.07,0.39,FALSE,NA,NA,NA,,,seq.32592.60,-0.02,,
prot.7874,Q5SY16,Q5SY16,1,6521347,6554513,ENSG00000162408,NOL9,2,2,99.23,12.17,0.20,2,2,NA,NA,NA,NA,99.23,12.17,0.20,12.18,11.97,12.56,0.04,0.00,FALSE,NA,NA,NA,,,,,,
prot.7875,A0A3B3ITG3,Q5VWQ8,9,121567057,121785530,ENSG00000136848,DAB2IP,1,1,88.24,11.24,0.55,1,1,90.29,11.19,1.54,2.00,88.24,11.24,0.55,11.28,9.25,12.49,0.30,0.01,FALSE,0.10,0.10,0.11,,,,,,
prot.7876,D6RH25,Q9Y4D7,3,129555214,129606676,ENSG00000004399,PLXND1,1,1,98.47,11.98,1.21,1,1,NA,NA,NA,NA,98.47,11.98,1.21,11.52,8.48,14.57,0.00,0.45,FALSE,NA,NA,NA,,,,,,
prot.7877,O76041-2,O76041,10,20779973,21293011,ENSG00000078114,NEBL,2,2,96.24,12.54,0.56,2,2,NA,12.87,NA,1.00,96.24,12.54,0.56,12.54,9.98,14.78,0.00,0.04,FALSE,NA,NA,NA,,,seq.28528.160,-0.25,,
prot.7878,O94875-2,O94875,4,185585444,185956652,ENSG00000154556,SORBS2,2,2,98.47,13.27,0.54,2,2,NA,NA,NA,NA,98.47,13.27,0.54,13.25,11.88,14.62,1.00,0.32,FALSE,NA,NA,NA,,,,,,
prot.7879,Q15050,Q15050,8,66429014,66430733,ENSG00000179041,RRS1,2,2,95.89,11.70,0.88,2,2,NA,NA,NA,NA,95.89,11.70,0.88,11.64,9.07,14.33,0.00,0.12,FALSE,NA,NA,NA,,,,,,
prot.788,F5H1N7,Q6ZU35,4,56049098,56330609,ENSG00000109265,CRACD,54,54,0.35,13.13,0.56,45,45,17.95,13.16,0.25,22.00,0.35,13.18,0.56,13.20,9.92,15.09,0.99,0.01,FALSE,0.36,0.36,0.37,,,,,1,
prot.7880,Q96PK6,Q96PK6,11,66616626,66629934,ENSG00000239306,RBM14,4,4,91.51,10.92,0.79,4,4,NA,NA,NA,NA,91.51,10.92,0.79,10.94,8.70,14.82,0.45,0.01,FALSE,NA,NA,NA,,,,,,
prot.7881,P05814,P05814,4,69955256,69965728,ENSG00000135222,CSN2,3,3,95.82,13.24,1.08,3,3,NA,13.94,NA,1.00,95.82,13.24,1.08,13.42,9.52,15.31,0.07,0.12,FALSE,NA,NA,NA,,,seq.16587.1,0.02,,
prot.7882,P54707,P54707,13,24680408,24712472,ENSG00000075673,ATP12A,4,4,96.94,13.17,1.39,4,4,NA,NA,NA,NA,96.94,13.17,1.39,13.18,9.34,16.32,0.03,0.20,FALSE,NA,NA,NA,,,,,,
prot.7883,Q14CN4,Q14CN4,12,52585589,52601538,ENSG00000170486,KRT72,3,3,90.47,12.95,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,,,seq.11566.48,,,
prot.7884,P78325,P78325,10,133262420,133276868,ENSG00000151651,ADAM8,6,6,94.43,11.36,0.68,5,5,NA,11.90,NA,1.00,95.89,11.35,0.44,11.32,9.92,12.70,0.00,0.07,FALSE,NA,NA,NA,ADAM8_44439,0.02,seq.21440.9,0.13,,
prot.7885,Q8NEQ5,Q8NEQ5,1,111473792,111478512,ENSG00000143110,C1orf162,1,1,93.11,12.35,0.69,1,1,NA,12.04,NA,1.00,93.11,12.35,0.69,12.29,10.54,14.46,0.65,0.00,FALSE,NA,NA,NA,,,seq.6896.3,0.12,,
prot.7886,Q9BPY8-3,Q9BPY8,4,56647989,56681877,ENSG00000171476,HOPX,2,2,97.70,11.94,0.70,2,2,NA,NA,NA,NA,97.70,11.94,0.70,11.49,9.90,13.18,0.00,0.00,FALSE,NA,NA,NA,,,seq.19196.73,-0.23,,
prot.7887,P01824,P01824,14,106421711,106422218,ENSG00000211959,IGHV4-39,1,1,95.48,14.14,0.58,1,1,NA,NA,NA,NA,95.48,14.14,0.58,14.18,12.78,16.12,0.28,0.02,FALSE,NA,NA,NA,,,,,,
prot.7888,Q96DU7,Q96DU7,19,40717112,40740860,ENSG00000086544,ITPKC,5,5,97.77,10.91,0.32,5,5,NA,11.02,NA,1.00,97.77,10.91,0.32,11.02,10.51,11.93,0.00,0.00,FALSE,NA,NA,NA,,,seq.12507.16,-0.27,,
prot.7889,P0DN86;P0DN87;Q6NT52,P0DN86|Q6NT52|P0DN86|P0DN86|P0DN87,19|19|19|19|19,49043848|49031890|49047638|49022869|49054274,49045311|49033238|49049111|49024333|49058860,ENSG00000189052|ENSG00000104818|ENSG00000213030|ENSG00000104827|ENSG00000196337,CGB5|CGB2|CGB8|CGB3|CGB7,6,6,96.03,12.24,1.09,2,2,NA,NA,NA,NA,98.26,13.28,1.09,13.27,10.06,15.43,0.20,0.17,FALSE,NA,NA,NA,CGB3_CGB5_CGB8_45334,0.07,seq.21391.17,0.35,,
prot.789,F5H1S1;Q92521,Q92521,15,55318960,55355648,ENSG00000069943,PIGB,11,10,8.07,12.35,0.54,11,10,30.95,12.24,0.47,21.00,8.07,12.35,0.54,12.38,10.24,14.76,0.99,0.00,TRUE,0.19,0.18,0.20,,,,,,
prot.7890,Q13573,Q13573,14,77717599,77761207,ENSG00000100603,SNW1,3,3,94.64,10.72,0.68,3,3,NA,NA,NA,NA,94.64,10.72,0.68,10.77,9.11,12.01,0.04,0.00,FALSE,NA,NA,NA,,,,,,
prot.7891,F5H5B7,Q8N684,11,61402641,61430031,ENSG00000149532,CPSF7,1,1,96.03,12.05,0.54,1,1,47.86,11.71,0.72,2.00,96.03,12.05,0.54,11.97,10.49,13.07,0.00,0.00,FALSE,0.16,0.15,0.16,,,,,,
prot.7892,P53778;P53778-2,P53778,22,50245450,50261716,ENSG00000188130,MAPK12,1,1,96.73,10.27,0.53,1,1,NA,9.24,NA,1.00,96.73,10.27,0.53,10.29,8.53,11.38,0.00,0.07,FALSE,NA,NA,NA,MAPK12_40393,-0.11,seq.5005.4,-0.06,,
prot.7893,Q14525,Q14525,17,41363498,41369813,ENSG00000131738,KRT33B,6,7,93.95,11.33,1.24,4,5,25.78,10.79,0.38,2.00,95.62,12.44,1.61,12.24,9.69,17.98,0.00,0.00,FALSE,0.16,0.16,0.18,,,,,,
prot.7894,Q9UGK3;Q9UGK3-2,Q9UGK3,19,4324043,4342786,ENSG00000178078,STAP2,5,5,97.56,12.47,0.75,5,5,NA,NA,NA,NA,97.56,12.47,0.75,12.10,10.58,14.32,0.00,0.03,FALSE,NA,NA,NA,STAP2_40629,-0.20,seq.29717.12,0.07,,
